N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth,ACC+
70,absolute_error,16,7.5,4,0.0
10,squared_error,19,5.25,2,-10.5
100,squared_error,14,5.75,14,-12.18
30,poisson,15,2.75,4,-12.32
120,squared_error,20,1.25,9,-12.71
180,squared_error,3,0.5,2,-12.69
50,absolute_error,11,5.0,16,0.0
120,squared_error,16,3.75,3,-12.21
30,absolute_error,5,3.5,12,0.0
40,absolute_error,8,4.5,16,0.0
140,poisson,17,5.0,2,-12.74
160,squared_error,17,10.0,16,-12.45
120,absolute_error,6,10.0,19,0.0
160,absolute_error,10,5.25,10,0.0
70,squared_error,13,0.25,19,-11.89
130,squared_error,12,2.5,6,-12.32
190,absolute_error,15,3.0,14,-0.52
180,poisson,19,0.25,7,-12.93
10,poisson,4,5.0,5,-11.97
160,poisson,14,7.0,1,-12.4
80,absolute_error,11,4.5,15,0.0
140,squared_error,2,8.5,8,-12.7
60,absolute_error,14,0.75,18,-1.59
50,poisson,7,1.25,8,-12.02
10,absolute_error,5,10.0,19,0.0
190,poisson,14,2.75,1,-12.39
120,squared_error,15,6.25,4,-12.59
50,squared_error,14,2.75,9,-12.96
150,squared_error,16,9.25,19,-12.18
120,squared_error,4,7.5,15,-12.61
20,absolute_error,20,9.25,3,0.0
200,squared_error,15,9.25,13,-12.81
60,absolute_error,2,10.0,6,0.0
30,absolute_error,9,2.75,1,0.0
150,squared_error,6,8.5,3,-12.5
90,squared_error,7,4.75,12,-12.12
70,poisson,4,8.75,10,-12.46
60,poisson,16,8.25,19,-12.28
100,absolute_error,10,4.0,12,-0.97
180,poisson,11,9.0,3,-12.62
200,squared_error,2,6.5,14,-12.51
70,poisson,19,1.75,10,-12.27
200,poisson,19,7.75,5,-12.38
100,absolute_error,12,0.0,6,0.0
140,squared_error,16,1.0,20,-12.37
100,absolute_error,13,3.75,2,0.0
70,absolute_error,2,8.75,20,-1.37
140,poisson,11,0.25,7,-12.52
120,absolute_error,11,2.5,10,0.0
10,poisson,6,5.0,3,-13.25
170,absolute_error,20,9.25,1,-0.58
10,squared_error,17,8.75,14,-11.97
180,absolute_error,4,7.25,7,-1.08
160,absolute_error,14,9.25,13,-1.2
120,squared_error,20,7.25,18,-12.95
130,squared_error,18,6.25,18,-12.89
180,squared_error,1,4.75,4,-12.35
100,squared_error,1,8.0,6,-12.81
180,poisson,8,2.0,13,-12.62
80,squared_error,10,3.0,15,-11.48
10,squared_error,6,1.5,5,-11.11
60,squared_error,17,8.25,9,-12.5
20,absolute_error,19,9.75,2,0.0
20,poisson,14,8.0,12,-13.13
20,squared_error,9,3.25,5,-13.01
30,squared_error,17,10.0,16,-11.78
180,absolute_error,11,5.0,1,-0.55
70,poisson,6,0.25,9,-12.54
20,poisson,4,8.25,1,-12.1
30,squared_error,2,1.5,3,-12.93
30,poisson,17,9.25,15,-11.59
30,absolute_error,13,7.0,18,0.0
70,poisson,18,10.0,7,-12.83
110,squared_error,6,7.5,12,-12.69
180,squared_error,7,9.25,17,-12.74
70,squared_error,13,2.25,10,-11.97
20,absolute_error,13,1.5,11,0.0
60,squared_error,9,5.5,1,-12.71
120,squared_error,11,0.25,14,-12.41
110,absolute_error,2,5.0,19,0.0
30,poisson,3,4.0,14,-13.57
10,squared_error,1,3.0,10,-11.4
40,absolute_error,20,9.75,4,-4.35
10,squared_error,8,5.0,18,-11.69
160,absolute_error,20,8.25,16,0.0
10,squared_error,16,9.25,6,-11.69
190,squared_error,9,6.5,15,-12.6
10,squared_error,9,5.75,20,-11.11
90,absolute_error,9,0.0,13,-1.08
130,poisson,11,8.5,1,-13.22
140,poisson,5,1.0,2,-12.22
30,poisson,5,3.25,8,-11.5
50,absolute_error,15,3.25,15,0.0
50,squared_error,16,8.25,7,-12.18
120,poisson,19,3.0,6,-12.21
80,poisson,4,7.0,6,-12.17
110,squared_error,14,1.5,16,-12.73
90,poisson,11,6.25,6,-13.01
180,absolute_error,6,2.75,3,-0.55
150,squared_error,18,2.5,11,-12.07
140,squared_error,11,8.0,4,-12.7
50,absolute_error,7,8.75,12,0.0
20,absolute_error,16,10.0,2,0.0
180,squared_error,5,1.0,18,-12.1
150,squared_error,14,9.25,2,-12.07
140,poisson,20,9.25,9,-13.32
20,absolute_error,12,7.25,7,0.0
200,absolute_error,10,5.75,6,0.0
200,poisson,7,4.0,12,-12.72
130,absolute_error,3,3.75,18,0.0
10,squared_error,1,2.0,7,-12.76
10,poisson,13,5.5,20,-10.19
90,absolute_error,2,4.25,11,0.0
110,absolute_error,2,2.0,2,0.0
100,poisson,16,6.75,8,-12.37
110,squared_error,5,1.5,1,-12.66
70,poisson,5,5.0,7,-11.73
200,poisson,19,7.5,12,-12.49
90,squared_error,19,6.25,20,-12.9
140,absolute_error,13,3.0,10,-0.7
40,absolute_error,1,2.25,10,0.0
100,poisson,16,5.0,3,-12.71
170,squared_error,10,4.5,19,-12.24
160,poisson,7,6.75,11,-12.12
10,absolute_error,12,6.0,19,-7.69
130,absolute_error,18,5.25,16,-0.75
120,absolute_error,16,10.0,4,0.0
60,squared_error,2,9.75,9,-13.13
50,squared_error,14,6.5,16,-12.29
50,absolute_error,6,3.5,15,0.0
160,absolute_error,17,3.5,9,0.0
30,poisson,1,3.0,2,-11.69
90,absolute_error,7,9.5,10,-1.08
160,poisson,20,4.5,2,-12.66
50,poisson,16,0.5,7,-12.45
80,squared_error,11,4.75,17,-12.82
90,absolute_error,6,5.0,19,0.0
50,absolute_error,9,1.0,19,0.0
110,poisson,10,4.25,13,-12.36
130,absolute_error,2,6.75,12,-1.47
120,squared_error,14,9.5,15,-12.61
70,squared_error,8,6.75,8,-12.79
180,poisson,15,0.5,17,-12.56
50,squared_error,12,1.25,10,-13.35
160,absolute_error,19,2.0,9,0.0
10,squared_error,6,2.5,2,-12.24
80,squared_error,2,0.75,14,-13.07
140,squared_error,13,1.25,19,-12.85
90,squared_error,13,9.25,5,-12.67
170,squared_error,18,7.25,5,-12.92
100,poisson,4,6.25,1,-11.97
190,poisson,10,3.25,3,-12.46
120,squared_error,6,3.5,14,-12.71
170,squared_error,20,5.25,19,-12.7
50,squared_error,5,1.0,3,-12.86
180,poisson,17,6.0,4,-12.37
160,absolute_error,18,2.25,16,-1.2
70,absolute_error,6,6.5,3,0.0
150,poisson,16,1.75,14,-12.41
50,squared_error,13,6.0,5,-12.91
180,squared_error,1,0.75,15,-12.62
100,absolute_error,20,3.0,14,-0.97
70,poisson,17,2.0,16,-12.12
100,squared_error,16,8.75,20,-13.03
120,absolute_error,7,8.5,3,-1.59
180,poisson,8,6.0,9,-12.47
190,absolute_error,7,2.0,6,-0.52
10,poisson,5,6.75,13,-13.73
110,poisson,14,8.75,8,-12.33
150,squared_error,12,8.75,11,-12.36
80,squared_error,16,5.0,11,-12.4
40,poisson,19,5.75,14,-12.03
150,poisson,13,9.5,1,-11.98
180,poisson,6,3.0,2,-12.59
200,squared_error,17,2.75,8,-12.69
50,squared_error,12,9.25,5,-12.18
60,poisson,18,1.5,18,-12.76
190,poisson,18,5.25,13,-12.32
130,poisson,20,5.5,6,-12.7
100,poisson,8,8.5,13,-12.78
130,squared_error,11,1.5,14,-12.62
150,squared_error,4,3.5,19,-12.5
40,squared_error,18,8.75,20,-14.07
110,squared_error,7,1.5,2,-12.8
50,absolute_error,4,8.5,7,0.0
80,squared_error,19,9.0,4,-13.43
160,absolute_error,7,2.25,8,0.0
120,absolute_error,6,3.25,3,0.0
70,squared_error,17,2.75,15,-12.54
150,absolute_error,16,8.5,10,0.0
160,absolute_error,5,5.0,3,-0.61
170,poisson,14,6.0,7,-12.99
60,absolute_error,20,0.0,3,0.0
10,absolute_error,4,1.75,14,0.0
180,absolute_error,4,1.25,13,0.0
50,absolute_error,17,6.5,10,0.0
50,poisson,1,0.0,2,-15.04
170,squared_error,20,7.75,16,-12.38
110,absolute_error,20,4.75,15,0.0
100,absolute_error,6,0.75,3,-0.97
180,poisson,13,1.25,15,-12.13
110,squared_error,10,1.75,4,-11.79
50,absolute_error,7,8.5,2,0.0
110,squared_error,16,8.0,1,-13.01
190,absolute_error,6,7.0,15,-0.52
120,squared_error,12,9.5,9,-12.08
110,squared_error,4,10.0,17,-13.08
100,absolute_error,16,4.25,4,-0.97
20,poisson,7,10.0,10,-12.76
70,squared_error,10,2.0,8,-13.25
130,absolute_error,5,7.25,8,0.0
170,squared_error,16,3.75,4,-12.33
160,squared_error,12,6.5,2,-12.66
30,squared_error,14,6.0,9,-12.84
60,poisson,16,3.75,20,-11.31
110,absolute_error,18,0.0,6,0.0
190,squared_error,6,1.25,13,-12.6
110,absolute_error,9,8.0,7,-0.88
120,squared_error,9,6.75,14,-12.59
140,absolute_error,20,5.5,8,0.0
40,absolute_error,7,1.75,5,0.0
50,poisson,20,6.75,6,-12.96
70,squared_error,15,2.0,11,-12.87
120,poisson,15,8.5,9,-12.86
90,squared_error,18,3.0,7,-11.9
120,absolute_error,14,4.25,9,0.0
100,squared_error,12,9.5,4,-11.91
70,poisson,19,10.0,10,-12.87
30,absolute_error,1,8.25,20,0.0
190,squared_error,5,3.5,11,-12.65
100,poisson,20,3.5,6,-12.16
200,poisson,5,3.75,5,-12.56
130,squared_error,4,9.25,4,-12.32
160,absolute_error,8,8.0,5,0.0
130,poisson,2,8.5,5,-12.5
40,poisson,4,8.75,8,-12.82
20,absolute_error,10,0.0,17,0.0
160,squared_error,1,2.5,1,-12.37
150,squared_error,12,2.75,13,-12.34
30,absolute_error,3,7.75,14,-3.03
70,squared_error,2,6.75,3,-12.12
170,poisson,5,9.75,5,-12.33
150,squared_error,8,6.25,11,-12.29
10,absolute_error,9,6.25,16,0.0
100,squared_error,8,7.75,6,-13.03
80,squared_error,7,0.25,16,-11.58
130,squared_error,13,9.5,7,-13.14
110,absolute_error,2,8.25,11,0.0
50,poisson,15,6.0,18,-11.8
160,absolute_error,5,1.5,19,-0.61
180,poisson,14,5.75,13,-12.53
140,squared_error,6,4.0,20,-12.85
10,poisson,4,0.0,19,-13.83
150,squared_error,2,8.0,4,-12.52
170,absolute_error,12,5.5,2,-1.14
30,squared_error,5,6.5,9,-13.41
120,poisson,3,10.0,12,-12.03
170,squared_error,2,4.5,14,-12.98
190,poisson,11,3.75,10,-12.84
30,absolute_error,3,8.25,17,0.0
140,squared_error,7,6.75,1,-12.65
160,squared_error,3,1.75,3,-13.21
120,squared_error,3,4.5,13,-12.37
110,squared_error,4,0.75,15,-12.21
170,squared_error,15,8.5,8,-12.24
80,absolute_error,6,7.5,8,-1.2
190,absolute_error,1,2.5,18,0.0
180,poisson,14,7.75,14,-12.3
40,absolute_error,4,1.75,15,0.0
160,squared_error,16,2.25,15,-12.68
40,poisson,5,4.75,18,-12.43
150,poisson,17,5.5,9,-12.71
150,squared_error,11,1.5,19,-12.36
10,absolute_error,14,3.0,6,0.0
40,absolute_error,1,7.25,8,0.0
120,absolute_error,11,8.25,12,-0.81
90,poisson,3,9.5,6,-11.97
70,poisson,13,6.5,8,-12.94
90,poisson,16,0.75,14,-12.06
130,squared_error,14,0.75,11,-12.5
170,absolute_error,1,1.25,1,-0.58
100,absolute_error,17,8.25,20,-0.97
70,absolute_error,7,7.5,18,0.0
10,squared_error,1,9.25,5,-11.97
50,absolute_error,19,5.25,10,0.0
30,squared_error,19,6.0,2,-12.59
70,absolute_error,7,4.75,6,-1.37
140,poisson,11,7.5,9,-13.06
80,poisson,5,0.5,12,-12.66
30,squared_error,10,5.25,2,-13.41
30,absolute_error,13,7.5,20,-3.03
80,poisson,13,9.25,13,-13.28
70,poisson,8,9.25,5,-12.76
150,absolute_error,2,4.75,17,-0.65
190,poisson,1,4.5,8,-12.45
60,squared_error,12,5.0,19,-12.41
90,absolute_error,2,9.75,4,0.0
150,squared_error,10,1.25,3,-12.36
120,squared_error,11,1.25,12,-12.39
90,absolute_error,6,1.75,10,-1.08
30,absolute_error,2,0.75,15,0.0
170,squared_error,4,9.25,3,-12.48
100,squared_error,16,9.0,9,-12.02
200,poisson,16,1.75,13,-12.25
10,squared_error,3,1.75,13,-9.86
40,squared_error,17,2.75,4,-13.31
10,squared_error,14,3.75,16,-15.02
50,poisson,18,0.5,20,-12.81
30,squared_error,9,5.25,9,-12.76
20,squared_error,15,2.75,8,-10.81
140,squared_error,12,0.75,12,-12.92
80,absolute_error,4,2.5,9,0.0
80,absolute_error,9,0.0,8,-1.2
70,absolute_error,10,0.75,17,0.0
10,squared_error,20,3.5,13,-13.25
70,squared_error,7,9.0,19,-12.12
40,squared_error,9,0.25,12,-11.9
170,poisson,8,8.25,20,-13.01
110,poisson,11,2.75,15,-11.94
70,poisson,5,2.75,1,-11.89
100,squared_error,2,3.25,14,-12.86
60,squared_error,11,4.0,7,-13.25
200,poisson,1,8.5,7,-12.88
150,squared_error,10,2.75,13,-12.38
140,absolute_error,10,5.75,19,-0.7
70,poisson,17,2.5,15,-12.54
130,squared_error,12,1.5,10,-12.46
180,poisson,16,6.0,15,-12.73
40,absolute_error,15,2.0,5,-2.33
40,absolute_error,18,3.0,16,-2.33
120,poisson,20,1.75,17,-11.87
140,absolute_error,18,5.0,12,0.0
110,poisson,9,8.5,18,-12.21
100,absolute_error,10,2.0,9,0.0
40,squared_error,6,1.25,3,-12.76
130,absolute_error,8,7.75,3,0.0
90,absolute_error,7,4.75,3,-2.08
90,poisson,14,4.25,16,-12.62
40,squared_error,11,0.25,18,-12.37
160,absolute_error,9,6.5,5,0.0
150,poisson,17,2.5,1,-12.5
190,absolute_error,10,6.0,17,0.0
120,poisson,16,7.75,20,-12.56
180,poisson,10,1.0,4,-11.34
10,poisson,19,0.5,18,-14.39
40,absolute_error,3,9.25,15,0.0
80,absolute_error,6,8.75,9,-1.2
80,absolute_error,16,0.5,15,0.0
200,squared_error,8,2.5,13,-12.22
130,absolute_error,14,5.0,15,0.0
60,poisson,12,2.5,1,-12.15
120,squared_error,12,1.0,1,-11.97
190,absolute_error,9,2.5,19,-1.02
100,poisson,5,2.0,8,-11.72
200,absolute_error,4,4.75,11,-0.49
70,squared_error,20,6.25,9,-11.97
50,absolute_error,17,0.25,20,-1.89
180,absolute_error,13,6.75,3,0.0
80,squared_error,7,2.75,15,-12.5
60,poisson,7,4.5,13,-12.59
50,absolute_error,14,0.5,20,0.0
200,absolute_error,13,9.0,5,0.0
180,squared_error,12,10.0,18,-13.08
170,absolute_error,1,4.25,6,-0.58
200,squared_error,5,5.25,9,-12.82
50,absolute_error,14,1.5,19,-1.89
200,absolute_error,4,6.75,15,-0.49
30,poisson,6,4.75,11,-12.59
120,squared_error,10,9.25,19,-12.74
140,absolute_error,14,8.0,8,-0.7
160,poisson,17,6.0,9,-12.43
200,poisson,4,3.75,6,-12.5
160,absolute_error,17,0.5,4,0.0
130,poisson,8,6.25,12,-12.46
190,squared_error,7,7.75,4,-12.72
20,absolute_error,7,6.25,14,0.0
180,absolute_error,15,7.0,18,0.0
40,absolute_error,12,0.25,19,0.0
10,absolute_error,18,8.0,18,-7.69
200,squared_error,7,8.5,14,-12.58
120,squared_error,16,3.25,17,-12.54
110,squared_error,6,0.75,14,-12.87
50,poisson,18,9.0,1,-13.49
170,poisson,7,0.75,11,-13.05
60,absolute_error,14,9.75,10,-1.59
170,squared_error,5,6.25,14,-12.05
120,absolute_error,2,4.25,13,0.0
120,squared_error,1,5.75,1,-12.8
110,absolute_error,5,0.5,19,0.0
60,absolute_error,16,3.0,8,0.0
80,poisson,15,4.25,2,-12.24
160,absolute_error,19,5.0,1,-0.61
140,absolute_error,4,3.0,15,0.0
130,poisson,1,4.0,6,-12.42
10,poisson,2,3.5,7,-12.24
90,squared_error,18,1.75,11,-12.47
110,poisson,8,7.75,7,-12.4
10,absolute_error,13,1.25,2,0.0
90,poisson,16,3.0,5,-11.94
190,absolute_error,16,6.25,17,0.0
170,absolute_error,11,0.25,10,-0.58
10,absolute_error,13,7.25,13,0.0
50,absolute_error,14,6.25,7,0.0
70,squared_error,17,2.0,5,-13.08
90,poisson,17,6.5,13,-12.35
140,absolute_error,2,5.0,17,-1.37
80,squared_error,15,0.75,7,-11.72
130,poisson,11,1.0,15,-12.48
10,absolute_error,17,8.0,3,0.0
90,absolute_error,15,0.25,7,0.0
60,absolute_error,11,7.75,8,0.0
50,poisson,18,10.0,11,-13.91
110,squared_error,19,6.75,20,-12.94
150,poisson,13,7.25,17,-12.27
110,poisson,8,2.5,7,-11.97
100,poisson,15,9.25,10,-12.78
200,poisson,3,8.25,5,-12.8
170,squared_error,7,1.0,10,-12.58
90,poisson,20,9.0,3,-13.28
170,absolute_error,6,8.5,14,0.0
150,poisson,10,1.25,16,-12.09
160,squared_error,4,6.0,17,-12.25
140,absolute_error,12,9.5,5,-1.37
10,absolute_error,12,1.0,19,0.0
160,absolute_error,18,1.5,20,-0.61
80,poisson,18,8.75,18,-12.14
120,poisson,8,10.0,7,-12.71
110,absolute_error,12,8.75,12,-0.88
70,absolute_error,4,4.75,1,0.0
190,poisson,12,9.5,14,-12.61
120,squared_error,18,9.0,18,-11.76
90,poisson,2,0.5,2,-12.35
60,absolute_error,14,7.5,11,0.0
140,squared_error,3,7.25,7,-12.61
170,squared_error,7,7.75,14,-12.47
80,poisson,18,7.5,12,-12.24
150,squared_error,17,1.0,6,-12.84
190,squared_error,16,5.5,6,-12.45
180,poisson,8,4.5,12,-12.34
60,squared_error,3,3.5,19,-12.59
70,squared_error,10,10.0,17,-12.16
120,absolute_error,15,4.5,20,-0.81
190,absolute_error,14,5.25,11,-0.52
200,squared_error,2,4.5,10,-13.18
120,poisson,15,3.75,18,-12.12
150,poisson,9,8.0,12,-12.82
180,absolute_error,14,4.5,15,0.0
180,squared_error,11,4.0,4,-13.12
160,absolute_error,2,3.0,9,-1.2
100,squared_error,6,3.5,9,-12.1
140,poisson,5,3.75,19,-12.72
150,absolute_error,14,8.25,15,0.0
90,squared_error,20,5.0,18,-12.73
150,absolute_error,20,1.0,1,0.0
170,absolute_error,8,7.25,17,0.0
110,poisson,4,0.5,6,-12.78
90,poisson,20,1.0,8,-13.12
10,absolute_error,6,5.25,10,0.0
50,squared_error,11,1.0,4,-11.58
50,squared_error,3,5.5,5,-13.01
140,squared_error,1,2.5,17,-12.31
130,absolute_error,11,7.0,16,0.0
90,absolute_error,1,6.75,2,0.0
180,absolute_error,17,4.5,2,0.0
90,poisson,10,9.75,3,-12.09
90,absolute_error,19,1.5,16,0.0
150,squared_error,6,1.0,4,-12.72
120,poisson,6,5.75,19,-12.5
190,squared_error,12,0.75,11,-12.81
180,absolute_error,5,3.75,10,-0.55
10,squared_error,15,5.5,15,-11.97
130,squared_error,3,8.0,4,-12.38
60,absolute_error,2,6.25,19,0.0
200,poisson,13,1.25,4,-12.56
90,absolute_error,8,3.5,20,0.0
110,squared_error,2,3.5,5,-11.56
190,poisson,14,8.0,6,-12.74
140,squared_error,20,0.75,17,-12.56
180,poisson,18,5.25,11,-12.97
90,absolute_error,2,9.25,12,0.0
160,poisson,10,0.0,10,-12.4
180,poisson,8,9.5,4,-12.67
130,squared_error,12,0.75,11,-12.01
180,absolute_error,2,6.5,18,-0.55
10,poisson,9,6.0,1,-13.25
10,poisson,17,7.25,11,-12.5
170,poisson,7,5.5,18,-12.11
50,absolute_error,19,0.0,6,-1.89
150,poisson,14,9.75,9,-12.67
60,squared_error,3,7.0,12,-11.45
180,squared_error,16,4.25,12,-12.63
40,squared_error,8,1.75,10,-12.43
20,absolute_error,4,2.0,16,0.0
120,poisson,5,6.0,20,-12.97
40,squared_error,2,8.5,12,-12.95
140,absolute_error,6,6.25,16,-0.7
120,poisson,18,10.0,19,-12.03
80,poisson,9,1.75,12,-12.95
100,poisson,19,2.25,15,-11.99
70,poisson,20,5.25,6,-12.24
110,squared_error,10,0.75,11,-12.8
10,absolute_error,4,3.0,12,0.0
110,poisson,5,9.0,8,-12.26
120,absolute_error,11,6.25,7,0.0
190,poisson,11,7.0,4,-12.32
190,squared_error,4,3.0,15,-12.38
130,absolute_error,17,3.0,1,0.0
10,absolute_error,8,6.75,19,0.0
100,squared_error,13,5.25,19,-12.78
190,poisson,9,5.25,8,-12.51
70,absolute_error,11,7.5,2,0.0
150,poisson,20,7.75,2,-11.74
50,poisson,12,4.25,2,-11.86
200,squared_error,3,9.5,14,-12.09
50,squared_error,16,5.0,9,-12.24
200,squared_error,7,5.5,8,-12.4
70,absolute_error,16,4.0,5,0.0
180,poisson,2,5.25,5,-12.25
150,poisson,7,0.0,11,-12.27
110,squared_error,6,6.0,4,-11.84
70,absolute_error,16,8.5,12,-1.37
20,squared_error,13,3.0,7,-12.37
120,squared_error,2,2.75,9,-12.26
50,poisson,20,1.75,1,-12.29
100,poisson,2,4.75,6,-12.53
150,squared_error,15,6.5,15,-12.27
60,poisson,17,10.0,8,-13.13
40,absolute_error,12,2.75,12,0.0
180,poisson,1,2.75,18,-12.79
60,squared_error,4,1.75,17,-12.24
110,squared_error,5,2.75,1,-12.21
200,absolute_error,4,8.75,8,-0.49
130,absolute_error,12,9.75,3,-1.47
50,squared_error,1,4.25,12,-13.01
200,absolute_error,19,2.75,3,-0.97
120,poisson,3,7.25,19,-12.63
20,squared_error,12,0.75,13,-12.63
80,poisson,1,7.5,11,-12.79
20,absolute_error,2,3.75,13,0.0
60,squared_error,10,4.75,19,-12.15
100,absolute_error,5,4.25,13,0.0
130,poisson,11,10.0,2,-12.22
70,poisson,9,9.75,5,-13.25
140,poisson,9,8.25,3,-11.97
60,squared_error,1,4.75,4,-12.15
40,squared_error,19,7.75,3,-12.5
200,squared_error,17,3.0,4,-12.22
120,absolute_error,14,1.0,12,0.0
10,poisson,16,9.75,19,-9.18
200,poisson,8,7.25,9,-12.54
120,squared_error,4,2.0,20,-13.05
50,poisson,18,1.5,8,-12.66
70,poisson,18,3.75,1,-12.65
10,squared_error,1,8.25,11,-13.95
20,poisson,3,1.75,11,-11.4
90,absolute_error,14,8.5,4,0.0
80,poisson,7,1.5,4,-11.83
140,absolute_error,6,9.0,18,0.0
20,poisson,17,7.5,3,-11.97
80,squared_error,19,5.75,1,-12.37
20,absolute_error,19,7.5,4,0.0
200,squared_error,10,9.0,13,-11.87
170,poisson,18,3.0,4,-12.68
20,poisson,15,2.25,20,-11.69
200,poisson,19,10.0,6,-12.68
20,squared_error,5,2.5,4,-11.83
190,poisson,4,0.25,19,-12.25
100,squared_error,15,7.0,14,-12.42
160,squared_error,8,0.0,3,-12.65
10,poisson,8,2.25,15,-11.69
150,poisson,16,9.5,18,-12.16
110,absolute_error,14,3.75,4,0.0
40,absolute_error,6,0.25,16,0.0
80,squared_error,10,4.75,4,-12.69
120,absolute_error,4,2.25,7,-0.81
80,absolute_error,4,7.25,4,0.0
130,squared_error,14,5.25,6,-12.95
10,poisson,18,3.75,18,-13.25
90,absolute_error,11,3.25,4,0.0
60,poisson,13,0.0,5,-12.54
110,squared_error,10,1.75,14,-12.83
200,poisson,20,1.25,1,-12.88
70,poisson,5,4.75,2,-12.46
80,squared_error,10,6.5,17,-12.1
160,squared_error,9,3.0,15,-12.22
80,absolute_error,16,3.5,11,0.0
50,absolute_error,11,7.5,6,0.0
140,absolute_error,11,5.5,16,-0.7
100,absolute_error,1,0.5,20,0.0
170,poisson,13,3.5,7,-13.04
30,absolute_error,15,3.0,18,0.0
170,squared_error,15,1.5,3,-12.08
150,poisson,3,7.0,2,-12.31
180,poisson,14,5.25,3,-11.89
120,poisson,13,9.0,4,-12.86
60,squared_error,15,4.75,2,-12.37
80,squared_error,12,6.75,2,-12.34
190,poisson,3,4.25,8,-12.01
180,squared_error,18,8.25,4,-12.81
180,absolute_error,16,6.0,11,-0.55
50,poisson,2,0.25,20,-12.24
110,poisson,6,0.75,7,-12.31
110,squared_error,13,10.0,13,-13.3
10,absolute_error,13,5.75,4,0.0
130,poisson,12,0.25,13,-12.48
10,poisson,2,2.25,18,-15.6
80,absolute_error,16,0.75,6,-1.2
180,poisson,10,6.75,2,-12.38
160,poisson,20,0.25,10,-12.42
120,poisson,7,3.0,11,-12.46
200,absolute_error,18,4.25,1,-1.89
200,squared_error,7,10.0,13,-12.8
70,poisson,4,0.25,20,-12.5
130,poisson,5,3.25,13,-12.48
110,poisson,11,8.0,20,-12.78
170,squared_error,19,10.0,5,-12.3
40,squared_error,2,0.25,20,-12.3
70,poisson,20,4.0,20,-12.87
50,squared_error,2,7.25,19,-12.29
20,squared_error,16,9.25,18,-13.49
130,poisson,9,1.75,13,-12.46
190,squared_error,15,8.25,13,-12.7
100,poisson,18,9.5,11,-12.58
180,poisson,19,9.25,4,-12.81
50,poisson,7,4.25,16,-13.25
60,poisson,11,3.75,19,-11.87
130,poisson,15,8.5,3,-12.56
170,poisson,2,6.75,1,-12.53
130,poisson,14,6.5,3,-12.4
50,poisson,9,7.5,12,-12.6
130,squared_error,18,8.5,5,-13.1
110,absolute_error,8,7.25,2,0.0
140,squared_error,8,7.25,13,-13.48
180,squared_error,13,3.25,16,-12.74
80,squared_error,4,3.5,1,-12.43
110,poisson,7,5.0,6,-12.16
60,absolute_error,10,8.25,17,-1.59
40,absolute_error,3,3.75,15,0.0
160,squared_error,3,0.75,1,-12.47
20,poisson,5,2.75,15,-12.76
200,absolute_error,2,5.75,12,-0.49
70,poisson,16,5.5,3,-12.76
10,absolute_error,16,1.0,7,0.0
190,squared_error,8,6.0,15,-12.38
60,absolute_error,16,5.25,9,0.0
90,absolute_error,12,1.75,10,-1.08
80,squared_error,13,9.75,11,-12.07
100,squared_error,18,7.0,14,-12.93
110,squared_error,2,0.25,5,-12.33
130,poisson,9,7.5,16,-12.87
130,absolute_error,10,2.5,1,0.0
130,poisson,7,6.75,20,-12.78
180,squared_error,6,1.25,4,-12.76
130,absolute_error,11,1.25,9,0.0
140,poisson,11,2.5,4,-12.78
180,absolute_error,10,3.5,10,0.0
150,squared_error,9,6.75,10,-11.78
130,squared_error,10,4.0,10,-13.05
170,absolute_error,7,3.25,16,-0.58
80,squared_error,19,2.25,18,-12.63
70,poisson,8,1.75,16,-12.16
10,squared_error,4,7.75,12,-12.24
100,absolute_error,11,1.5,10,-0.97
180,squared_error,13,3.5,13,-12.57
200,squared_error,9,0.0,1,-12.64
100,squared_error,17,8.75,8,-12.91
180,poisson,11,5.25,18,-12.28
90,poisson,10,6.25,4,-12.81
150,squared_error,14,2.5,10,-12.66
60,absolute_error,9,8.0,13,0.0
110,absolute_error,17,8.25,7,-0.88
50,squared_error,4,0.0,5,-17.06
40,poisson,2,0.75,11,-11.97
120,poisson,5,3.25,10,-12.39
120,squared_error,16,0.25,9,-12.76
150,poisson,13,4.25,3,-11.84
80,poisson,14,6.75,4,-12.6
60,absolute_error,13,9.25,15,-1.59
10,absolute_error,7,5.25,13,0.0
50,absolute_error,3,2.75,1,0.0
200,absolute_error,8,8.5,18,0.0
170,poisson,18,4.5,17,-12.77
60,squared_error,6,9.75,13,-12.93
10,absolute_error,13,0.5,19,0.0
200,poisson,8,3.0,8,-12.67
200,squared_error,9,5.25,8,-12.36
30,poisson,3,5.25,11,-12.5
180,squared_error,20,9.25,1,-12.27
180,poisson,5,5.5,15,-12.15
60,poisson,3,0.25,6,-13.37
120,squared_error,20,7.75,8,-12.3
120,poisson,9,3.5,8,-12.67
10,squared_error,5,4.0,15,-11.4
110,absolute_error,6,1.75,9,0.0
90,squared_error,2,5.0,10,-12.76
170,poisson,4,3.5,18,-12.45
20,poisson,2,6.0,7,-11.83
180,poisson,19,4.5,14,-12.37
100,absolute_error,20,8.75,13,0.0
90,squared_error,2,6.75,19,-12.44
120,absolute_error,7,6.5,16,0.0
170,poisson,9,0.75,10,-12.77
120,absolute_error,16,7.25,1,0.0
100,absolute_error,6,10.0,13,0.0
130,poisson,10,9.0,17,-12.95
